City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
Yonkers,50.0,Caroline Jumper,Corporate,0.1,1,2013-09-14,31040,Not Specified,19,0.7,Office Supplies,Small Box,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,-35.47,East,4352,545.71,2013-09-16,Regular Air,6.64,New York,29.74,10701
Yonkers,50.0,Caroline Jumper,Corporate,0.1,1,2013-09-14,31040,Not Specified,23,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,-22.63,East,4351,872.97,2013-09-16,Regular Air,4.0,New York,39.98,10701
Texarkana,49.0,Dan Lawera,Corporate,0.01,1,2013-09-14,28033,High,18,0.66,Technology,Small Pack,"3.5"" Ibm Formatted Diskettes, Ds/Hd",Computer Peripherals,-57.11,Central,3935,127.56,2013-09-17,Regular Air,4.07,Texas,6.6,75503
Muscatine,50.0,Gene Hale,Consumer,0.06,1,2013-09-15,7968,Low,10,0.74,Furniture,Jumbo Drum,Novimex Swivel Fabric Task Chair,Chairs & Chairmats,-270.0,Central,1083,1449.21,2013-09-15,Delivery Truck,30.0,Iowa,150.98,52761
Dover,50.0,David Wiener,Consumer,0.06,1,2013-09-15,3104,Medium,24,0.55,Office Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,7.29,East,456,380.38,2013-09-15,Express Air,5.45,Delaware,15.94,19901
Caldwell,50.0,Resi Polking,Small Business,0.03,1,2013-09-15,23328,High,39,0.56,Technology,Jumbo Drum,Panasonic Kx-P1150 Dot Matrix Printer,Office Machines,1285.74,West,3256,5740.32,2013-09-16,Delivery Truck,17.85,Idaho,145.45,83605
Dover,50.0,David Wiener,Consumer,0.01,1,2013-09-15,3104,Medium,50,0.37,Office Supplies,Small Box,Xerox 224,Paper,-240.78,East,455,336.06,2013-09-17,Regular Air,8.88,Delaware,6.48,19901
Jackson,50.0,Trudy Brown,Small Business,0.03,1,2013-09-15,20517,Low,39,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,6.81,South,2848,116.63,2013-09-17,Regular Air,0.96,Tennessee,2.94,38301
Atascadero,50.0,Darren Budd,Home Office,0.0,1,2013-09-15,23168,Low,46,0.36,Technology,Large Box,Sharp Al-1530Cs Digital Copier,Copiers And Fax,-1312.84,West,3226,23949.51,2013-09-22,Express Air,24.49,California,499.99,93422
East Cleveland,50.0,Greg Hansen,Home Office,0.1,1,2013-09-17,59559,Critical,30,0.49,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,7.69,East,8334,397.17,2013-09-17,Express Air,5.0,Ohio,14.34,44112
Bay City,50.0,Greg Maxwell,Home Office,0.04,1,2013-09-17,47527,Medium,48,0.55,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,3064.51,Central,6683,12072.9,2013-09-18,Delivery Truck,43.32,Michigan,243.98,48708
Cornelius,50.0,Greg Hansen,Home Office,0.06,1,2013-09-17,40512,Medium,41,0.37,Office Supplies,Small Box,#6 3/4 Gummed Flap White Envelopes,Envelopes,178.86,South,5718,405.83,2013-09-18,Regular Air,1.39,North Carolina,9.9,28031
Salem,50.0,Catherine Glotzbach,Home Office,0.01,1,2013-09-17,22212,Medium,19,0.39,Office Supplies,Small Box,Avery Hanging File Binders,Binders And Binder Accessories,26.894,West,3101,116.22,2013-09-18,Regular Air,1.49,Oregon,5.98,97301
Scarsdale,50.0,Shirley Schmidt,Corporate,0.06,1,2013-09-17,50692,High,47,0.63,Furniture,Jumbo Box,Bevis 36 X 72 Conference Tables,Tables,-300.854983,East,7105,5606.91,2013-09-19,Delivery Truck,51.94,New York,124.49,10583
Scarsdale,50.0,Shirley Schmidt,Corporate,0.0,1,2013-09-17,50692,High,28,0.36,Office Supplies,Small Box,Gbc Imprintable Covers,Binders And Binder Accessories,43.6815,East,7104,327.95,2013-09-19,Regular Air,5.14,New York,10.98,10583
Spring,50.0,Christine Phan,Small Business,0.06,1,2013-09-17,25254,Critical,35,0.36,Office Supplies,Small Box,Gbc Standard Plastic Binding Systems Combs,Binders And Binder Accessories,-29.3595,Central,3544,299.68,2013-09-19,Regular Air,5.6,Texas,8.85,77373
Jacksonville,50.0,Thea Hudgings,Consumer,0.1,1,2013-09-17,15335,Medium,26,0.42,Technology,Small Pack,"Memorex 4.7Gb Dvd-Ram, 3/Pack",Computer Peripherals,240.06,South,2147,765.96,2013-09-19,Regular Air,1.99,Florida,31.78,32216
Seymour,50.0,Fred Mcmath,Small Business,0.05,1,2013-09-17,36005,Low,1,0.57,Office Supplies,Small Box,Super Decoflex Portable Personal File,Storage & Organization,-16.54,East,5052,29.65,2013-09-21,Express Air,7.69,Connecticut,14.98,6478
Fridley,50.0,Neil Ducich,Home Office,0.09,1,2013-09-17,36099,Low,15,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,-503.8,Central,5063,926.3,2013-09-22,Regular Air,35.0,Minnesota,64.65,55432
Fridley,50.0,Neil Ducich,Home Office,0.08,1,2013-09-17,36099,Low,32,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,5.72,Central,5062,85.49,2013-09-22,Regular Air,0.7,Minnesota,2.88,55432
Puyallup,50.0,Yoseph Carroll,Consumer,0.1,1,2013-09-17,23842,Low,20,0.37,Office Supplies,Small Box,Xerox 1898,Paper,-74.03,West,3333,127.16,2013-09-24,Regular Air,6.92,Washington,6.68,98373
Panama City,50.0,Mike Gockenbach,Consumer,0.06,1,2013-09-18,20966,Low,10,0.44,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,7.78,South,2906,39.42,2013-09-22,Regular Air,0.7,Florida,3.85,32404
Pembroke Pines,50.0,Mike Gockenbach,Consumer,0.01,1,2013-09-18,20966,Low,35,0.43,Technology,Small Pack,"Verbatim Dvd-R, 3.95Gb, Sr, Mitsubishi Branded, Jewel",Computer Peripherals,308.12,South,2907,801.44,2013-09-22,Regular Air,1.99,Florida,22.24,33024
Mauldin,50.0,Meg Tillman,Small Business,0.05,1,2013-09-18,49155,Low,22,0.6,Technology,Small Box,T28 World,Telephones And Communication,593.181,South,6895,3760.3065,2013-09-23,Regular Air,8.99,South Carolina,195.99,29662
Pembroke Pines,50.0,Mike Gockenbach,Consumer,0.04,1,2013-09-18,20966,Low,22,0.54,Furniture,Small Box,"C-Line Cubicle Keepers Polyproplyene Holder W/Velcro® Back, 8-1/2X11, 25/Bx",Office Furnishings,326.97,South,2908,1194.06,2013-09-25,Regular Air,14.83,Florida,54.74,33024
Papillion,50.0,Cari Sayre,Home Office,0.01,1,2013-09-19,53314,High,33,0.43,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave Ds ™ Wall Clock,Office Furnishings,1049.02,Central,7469,2667.92,2013-09-19,Regular Air,19.99,Nebraska,78.69,68046
Lewiston,50.0,Ricardo Block,Corporate,0.07,1,2013-09-19,358,High,33,0.54,Technology,Small Pack,"80 Minute Cd-R Spindle, 100/Pack - Staples",Computer Peripherals,269.27,West,63,1235.87,2013-09-19,Regular Air,1.99,Idaho,39.48,83501
Aurora,50.0,Eugene Moren,Home Office,0.09,1,2013-09-19,18215,Medium,29,0.49,Technology,Small Box,Logitech Cordless Keyboard,Computer Peripherals,169.15,West,2509,965.82,2013-09-20,Regular Air,5.5,Colorado,34.99,80013
Lewiston,50.0,Ricardo Block,Corporate,0.02,1,2013-09-19,358,High,33,0.69,Furniture,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,-1348.06,West,62,1640.9,2013-09-21,Delivery Truck,54.11,Idaho,48.58,83501
Papillion,50.0,Cari Sayre,Home Office,0.05,1,2013-09-19,53314,High,15,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-310.95,Central,7470,2236.15,2013-09-21,Delivery Truck,51.92,Nebraska,145.98,68046
Franklin,50.0,Toby Carlisle,Home Office,0.04,1,2013-09-19,55654,High,2,0.37,Furniture,Small Pack,G.E. Halogen Desk Lamp Bulbs,Office Furnishings,-7.49,South,7779,17.3,2013-09-21,Regular Air,2.83,Tennessee,6.98,37064
Elgin,50.0,Jim Radford,Corporate,0.06,1,2013-09-19,4612,Medium,9,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-375.64,Central,656,89.55,2013-09-21,Regular Air,49.0,Illinois,4.48,60123
Perry Hall,50.0,Barry Gonzalez,Small Business,0.02,1,2013-09-19,21249,Low,22,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,Appliances,299.35,East,2932,1082.8,2013-09-21,Regular Air,3.99,Maryland,48.58,21128
Harrison,50.0,John Stevenson,Small Business,0.08,1,2013-09-19,8000,Low,10,0.39,Office Supplies,Small Box,"Gbc Prepunched Paper, 19-Hole, For Binding Systems, 24-Lb",Binders And Binder Accessories,-26.8065,East,1084,149.25,2013-09-21,Regular Air,8.4,New York,15.01,10528
Harrison,50.0,John Stevenson,Small Business,0.04,1,2013-09-19,8000,Low,1,0.39,Office Supplies,Small Box,Wilson Jones Turn Tabs Binder Tool For Ring Binders,Binders And Binder Accessories,-7.613,East,1085,10.14,2013-09-21,Regular Air,5.24,New York,4.82,10528
Perry Hall,50.0,Barry Gonzalez,Small Business,0.03,1,2013-09-19,21249,Low,7,0.6,Technology,Small Box,Startac 8000,Telephones And Communication,-522.995,East,2933,1260.2015,2013-09-21,Regular Air,8.99,Maryland,205.99,21128
Phenix City,50.0,Patrick Jones,Home Office,0.01,1,2013-09-19,45863,Low,5,0.6,Technology,Small Box,688,Telephones And Communication,-653.488,South,6447,845.614,2013-09-23,Express Air,4.2,Alabama,195.99,36869
Lake Oswego,50.0,Alyssa Crouse,Corporate,0.1,1,2013-09-20,23906,Critical,37,0.58,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,-11.88,West,3340,321.02,2013-09-21,Express Air,3.5,Oregon,8.67,97035
Valley Stream,50.0,Anne Pryor,Consumer,0.04,1,2013-09-20,46725,Not Specified,8,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-24.86,East,6571,137.42,2013-09-21,Regular Air,6.25,New York,16.91,11580
Eastpointe,50.0,Lena Hernandez,Home Office,0.05,1,2013-09-20,14529,Low,42,0.51,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,24.87,Central,2038,208.78,2013-09-22,Regular Air,2.03,Michigan,5.08,48021
Valley Stream,50.0,Anne Pryor,Consumer,0.03,1,2013-09-20,46725,Not Specified,13,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,10.96,East,6570,80.0,2013-09-22,Regular Air,1.2,New York,5.84,11580
Gilroy,50.0,Brendan Murry,Corporate,0.01,1,2013-09-20,41574,High,23,0.6,Office Supplies,Small Pack,Staples Slimline Pencil Sharpener,Pens & Art Supplies,-38.94,West,5859,283.82,2013-09-22,Regular Air,5.81,California,11.97,95020
Eastpointe,50.0,Lena Hernandez,Home Office,0.1,1,2013-09-20,14529,Low,44,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-821.87,Central,2037,3819.42,2013-09-24,Delivery Truck,42.0,Michigan,89.99,48021
Los Banos,50.0,Brad Thomas,Home Office,0.01,1,2013-09-20,27745,Low,41,0.71,Furniture,Jumbo Box,Bpi Conference Tables,Tables,-1704.89,West,3883,6126.93,2013-09-24,Delivery Truck,80.2,California,146.05,93635
Highland Park,50.0,Muhammed Macintyre,Small Business,0.09,1,2013-09-21,17286,High,7,0.77,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-541.87,Central,2384,1810.67,2013-09-22,Delivery Truck,50.0,Illinois,270.98,60035
Brentwood,50.0,Tom Prescott,Small Business,0.08,1,2013-09-21,11780,Critical,7,0.35,Office Supplies,Small Box,Southworth Structures Collection™,Paper,-16.46,West,1630,54.23,2013-09-22,Regular Air,5.47,California,7.28,94513
Woodburn,50.0,Rick Wilson,Corporate,0.01,1,2013-09-21,35652,Low,21,0.6,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,226.63,West,5003,2251.56,2013-09-23,Delivery Truck,26.22,Oregon,100.98,97071
Muskego,50.0,Phillip Breyer,Corporate,0.0,1,2013-09-21,25056,Not Specified,41,0.37,Office Supplies,Small Box,Xerox 217,Paper,-151.93,Central,3516,295.12,2013-09-23,Regular Air,8.19,Wisconsin,6.48,53150
Joliet,50.0,Neola Schneider,Home Office,0.08,1,2013-09-21,45957,Critical,19,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 X 5-3/4",Paper,-30.92,Central,6451,147.39,2013-09-23,Regular Air,5.83,Illinois,7.64,60432
Joliet,50.0,Neola Schneider,Home Office,0.06,1,2013-09-21,45957,Critical,20,0.51,Technology,Small Pack,Verbatim Dvd-R 4.7Gb Authoring Disc,Computer Peripherals,162.83,Central,6450,759.84,2013-09-23,Regular Air,1.99,Illinois,39.24,60432
Madison,50.0,Emily Phan,Consumer,0.08,1,2013-09-21,30851,Low,16,0.59,Office Supplies,Small Pack,Boston 1730 Standup Electric Pencil Sharpener,Pens & Art Supplies,-52.14,South,4328,336.29,2013-09-25,Regular Air,8.99,Alabama,21.38,35756
Nampa,50.0,Sung Pak,Small Business,0.08,1,2013-09-22,1863,Not Specified,26,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,-1131.6,West,271,2415.38,2013-09-23,Delivery Truck,74.35,Idaho,95.95,83686
Mint Hill,50.0,Anthony Garverick,Small Business,0.03,1,2013-09-22,17988,Low,46,0.56,Technology,Small Box,5180,Telephones And Communication,618.066,South,2477,2660.6105,2013-09-24,Regular Air,8.99,North Carolina,65.99,28227
Fort Smith,50.0,Joe Elijah,Home Office,0.04,1,2013-09-22,42565,Low,33,0.39,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders And Binder Accessories,47.5235,South,6010,283.8,2013-09-29,Regular Air,2.99,Arkansas,8.69,72903
Waynesboro,50.0,Richard Bierner,Small Business,0.1,1,2013-09-23,29504,Not Specified,34,0.36,Office Supplies,Small Box,Xerox 1892,Paper,208.4,South,4158,1211.18,2013-09-23,Regular Air,13.26,Virginia,38.76,22980
Chesapeake,50.0,Katherine Hughes,Consumer,0.08,1,2013-09-23,41351,Not Specified,48,0.56,Technology,Small Box,Timeportp7382,Telephones And Communication,2461.311,South,5830,8273.2795,2013-09-24,Regular Air,8.99,Virginia,205.99,23320
Atlanta,50.0,Peter Fuller,Corporate,0.0,1,2013-09-23,32455,High,43,0.52,Technology,Small Box,Us Robotics 56K V.92 External Faxmodem,Computer Peripherals,1025.23,South,4565,4620.53,2013-09-24,Regular Air,19.99,Georgia,99.99,30318
Waynesboro,50.0,Richard Bierner,Small Business,0.04,1,2013-09-23,29504,Not Specified,20,0.52,Furniture,Jumbo Box,"Safco Value Mate Steel Bookcase, Baked Enamel Finish On Steel, Black",Bookcases,25.32,South,4157,1485.06,2013-09-25,Delivery Truck,26.85,Virginia,70.98,22980
Moscow,50.0,John Murray,Small Business,0.05,1,2013-09-23,36773,Not Specified,24,0.38,Office Supplies,Small Box,Ames Color-File® Green Diamond Border X-Ray Mailers,Envelopes,994.68,West,5169,2048.78,2013-09-25,Regular Air,5.01,Idaho,83.98,83843
Country Club Hills,50.0,Jack Garza,Corporate,0.08,1,2013-09-23,2631,Low,27,0.55,Technology,Small Pack,Fuji 5.2Gb Dvd-Ram,Computer Peripherals,252.66,Central,381,1078.49,2013-09-25,Regular Air,1.99,Illinois,40.96,60478
Hammond,50.0,Evan Minnotte,Corporate,0.08,1,2013-09-23,33763,Not Specified,23,0.36,Technology,Large Box,Sharp Al-1530Cs Digital Copier,Copiers And Fax,-234.79,Central,4748,10791.38,2013-09-25,Regular Air,24.49,Indiana,499.99,46324
Rancho Cucamonga,50.0,Dave Kipp,Corporate,0.1,1,2013-09-24,28832,Medium,46,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,91.56,West,4039,1500.84,2013-09-25,Express Air,14.72,California,35.89,91730
Hudson,50.0,Liz Willingham,Home Office,0.05,1,2013-09-24,41508,High,39,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,4822.42,East,5849,18561.31,2013-09-26,Delivery Truck,26.0,Ohio,500.98,44236
Dix Hills,50.0,Fred Chung,Corporate,0.04,1,2013-09-24,5543,Medium,15,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,Appliances,138.46,East,778,703.54,2013-09-26,Regular Air,3.99,New York,48.58,11746
East Meadow,50.0,Fred Chung,Corporate,0.02,1,2013-09-24,5543,Medium,27,0.81,Office Supplies,Wrap Bag,*Staples* Letter Opener,"Scissors, Rulers And Trimmers",-115.38,East,780,67.3,2013-09-26,Regular Air,5.0,New York,2.18,11554
Redlands,50.0,Dave Kipp,Corporate,0.03,1,2013-09-24,28832,Medium,45,0.38,Office Supplies,Small Box,Round Ring Binders,Binders And Binder Accessories,-9.361,West,4040,98.64,2013-09-26,Regular Air,1.49,California,2.08,92374
Cottage Grove,50.0,Michael Granlund,Home Office,0.04,1,2013-09-24,51814,Critical,13,0.35,Office Supplies,Small Box,Xtralife® Clearvue™ Slant-D® Ring Binders By Cardinal,Binders And Binder Accessories,-9.2805,Central,7263,104.51,2013-09-26,Regular Air,4.71,Minnesota,7.84,55016
Mason,50.0,Lindsay Shagiari,Home Office,0.02,1,2013-09-24,27654,High,12,0.36,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,29.87,East,3872,94.83,2013-09-26,Regular Air,1.39,Ohio,7.64,45040
Normal,50.0,Sylvia Foulston,Corporate,0.1,1,2013-09-24,57344,High,47,0.56,Technology,Medium Box,Southwestern Bell Fa970 Digital Answering Machine With Time/Day Stamp,Telephones And Communication,-71.027,Central,8024,1060.0605,2013-09-26,Regular Air,8.59,Illinois,28.99,61761
East Meadow,50.0,Fred Chung,Corporate,0.04,1,2013-09-24,5543,Medium,6,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" X 8 1/2""",Paper,11.06,East,779,65.93,2013-09-27,Regular Air,1.79,New York,10.31,11554
South Burlington,50.0,Amy Cox,Small Business,0.0,1,2013-09-24,40103,Not Specified,7,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,72.55,East,5672,353.02,2013-09-27,Regular Air,5.1,Vermont,46.89,5403
Ponca City,50.0,Pete Armstrong,Consumer,0.07,1,2013-09-25,33505,Low,35,0.58,Technology,Small Box,3395,Telephones And Communication,310.572,Central,4703,2463.2405,2013-09-25,Express Air,10.78,Oklahoma,85.99,74601
Annandale,50.0,James Galang,Consumer,0.05,1,2013-09-25,10657,Medium,8,0.77,Furniture,Jumbo Box,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,Tables,-493.6,South,1476,1848.52,2013-09-26,Delivery Truck,69.64,Virginia,218.75,22003
Bartlesville,50.0,Becky Castell,Consumer,0.06,1,2013-09-25,17858,Medium,46,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock W/ Goldtone Case",Office Furnishings,206.56,Central,2457,1048.39,2013-09-26,Express Air,7.58,Oklahoma,22.98,74006
Bartlesville,50.0,Becky Castell,Consumer,0.0,1,2013-09-25,17858,Medium,12,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-109.91,Central,2456,385.7,2013-09-26,Regular Air,6.5,Oklahoma,30.98,74006
Merrillville,50.0,Helen Abelman,Home Office,0.06,1,2013-09-25,773,Medium,38,0.56,Technology,Small Box,Talkabout T8367,Telephones And Communication,324.927,Central,119,2071.3395,2013-09-26,Regular Air,8.99,Indiana,65.99,46410
Annandale,50.0,James Galang,Consumer,0.07,1,2013-09-25,10657,Medium,44,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-102.19,South,1475,289.94,2013-09-27,Regular Air,6.22,Virginia,6.48,22003
Bartlesville,50.0,Becky Castell,Consumer,0.02,1,2013-09-25,17858,Medium,21,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case Cd-R , 10/Pack - Staples",Computer Peripherals,21.07,Central,2455,187.14,2013-09-27,Regular Air,1.99,Oklahoma,8.33,74006
Massillon,50.0,Matt Connell,Corporate,0.02,1,2013-09-25,17249,Low,37,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,225.28,East,2376,2911.64,2013-09-27,Regular Air,14.52,Ohio,73.98,44646
Ponca City,50.0,Pete Armstrong,Consumer,0.09,1,2013-09-25,33505,Low,32,0.37,Office Supplies,Wrap Bag,Ecotones® Memo Sheets,Paper,20.82,Central,4702,117.78,2013-09-29,Regular Air,1.3,Oklahoma,4.0,74601
Sunnyvale,50.0,Giulietta Dortch,Small Business,0.03,1,2013-09-26,14950,Low,48,0.6,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,63.5,West,2088,525.0,2013-09-26,Regular Air,2.89,California,10.48,94086
Glassboro,50.0,Tracy Poddar,Corporate,0.1,1,2013-09-26,39238,Critical,9,0.36,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",Binders And Binder Accessories,112.0555,East,5538,373.48,2013-09-27,Express Air,2.99,New Jersey,40.98,8028
Lebanon,50.0,Andy Gerbode,Consumer,0.1,1,2013-09-26,18597,Medium,37,0.36,Office Supplies,Small Box,Avery 504,Labels,38.58,South,2580,101.2,2013-09-27,Regular Air,0.5,Tennessee,2.88,37087
San Francisco,50.0,Juliana Krohn,Corporate,0.01,1,2013-09-26,53381,Critical,26,0.36,Office Supplies,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" X 9""",Envelopes,37.9,West,7477,287.43,2013-09-27,Regular Air,4.8,California,10.98,94110
Des Moines,50.0,Luke Weiss,Corporate,0.1,1,2013-09-26,37925,Medium,46,0.36,Technology,Jumbo Drum,Lexmark Z54Se Color Inkjet Printer,Office Machines,1265.82,Central,5340,3780.16,2013-09-27,Delivery Truck,14.0,Iowa,90.97,50315
Des Moines,50.0,Luke Weiss,Corporate,0.05,1,2013-09-26,37925,Medium,31,0.59,Technology,Small Box,Startac 7760,Telephones And Communication,394.452,Central,5341,1784.048,2013-09-27,Regular Air,3.99,Iowa,65.99,50315
Benton,50.0,Ed Braxton,Home Office,0.08,1,2013-09-26,57477,High,45,0.35,Technology,Small Box,Accessory12,Telephones And Communication,1560.96,South,8051,3086.5115,2013-09-27,Regular Air,2.5,Arkansas,85.99,72015
East Los Angeles,50.0,Robert Barroso,Small Business,0.04,1,2013-09-26,6753,Low,7,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,14.57,West,931,53.14,2013-09-28,Regular Air,4.95,California,6.64,90022
Benton,50.0,Ed Braxton,Home Office,0.02,1,2013-09-26,57477,High,50,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,119.12,South,8050,745.48,2013-09-28,Regular Air,3.5,Arkansas,14.56,72015
Sun City,50.0,Dianna Vittorini,Corporate,0.05,1,2013-09-26,22661,Not Specified,11,0.6,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,-3.89,West,3158,18.26,2013-09-29,Regular Air,0.7,Arizona,1.68,85351
